Date;Filière;Frontière;Valeur (TWh)
2005-01;"Exportations";"Italie";1,9
2005-02;"Exportations";"Italie";1,66
2005-03;"Exportations";"Italie";1,72
2005-04;"Exportations";"Italie";1,71
2005-05;"Exportations";"Italie";1,68
2005-06;"Exportations";"Italie";1,61
2005-07;"Exportations";"Italie";1,72
2005-08;"Exportations";"Italie";1,09
2005-09;"Exportations";"Italie";1,68
2005-10;"Exportations";"Italie";1,9
2005-11;"Exportations";"Italie";1,61
2005-12;"Exportations";"Italie";1,09
2006-01;"Exportations";"Italie";0,74
2006-02;"Exportations";"Italie";0,76
2006-03;"Exportations";"Italie";1,08
2006-04;"Exportations";"Italie";1,85
2006-05;"Exportations";"Italie";1,72
2006-06;"Exportations";"Italie";1,67
2006-07;"Exportations";"Italie";1,45
2006-08;"Exportations";"Italie";1,09
2006-09;"Exportations";"Italie";1,69
2006-10;"Exportations";"Italie";1,9
2006-11;"Exportations";"Italie";1,84
2006-12;"Exportations";"Italie";1,88
2007-01;"Exportations";"Italie";1,93
2007-02;"Exportations";"Italie";1,74
2007-03;"Exportations";"Italie";1,93
2007-04;"Exportations";"Italie";1,86
2007-05;"Exportations";"Italie";1,73
2007-06;"Exportations";"Italie";1,68
2007-07;"Exportations";"Italie";1,74
2007-08;"Exportations";"Italie";1,42
2007-09;"Exportations";"Italie";1,67
2007-10;"Exportations";"Italie";1,65
2007-11;"Exportations";"Italie";1,41
2007-12;"Exportations";"Italie";1,6
2008-01;"Exportations";"Italie";1,75
2008-02;"Exportations";"Italie";1,64
2008-03;"Exportations";"Italie";1,57
2008-04;"Exportations";"Italie";1,48
2008-05;"Exportations";"Italie";1,63
2008-06;"Exportations";"Italie";1,06
2008-07;"Exportations";"Italie";1,58
2008-08;"Exportations";"Italie";1,21
2008-09;"Exportations";"Italie";1,3
2008-10;"Exportations";"Italie";1,2
2008-11;"Exportations";"Italie";1,66
2008-12;"Exportations";"Italie";1,77
2009-01;"Exportations";"Italie";1,73
2009-02;"Exportations";"Italie";1,74
2009-03;"Exportations";"Italie";1,92
2009-04;"Exportations";"Italie";1,57
2009-05;"Exportations";"Italie";1,58
2009-06;"Exportations";"Italie";1,51
2009-07;"Exportations";"Italie";1,67
2009-08;"Exportations";"Italie";1,01
2009-09;"Exportations";"Italie";1,35
2009-10;"Exportations";"Italie";1,16
2009-11;"Exportations";"Italie";1,51
2009-12;"Exportations";"Italie";1,45
2010-01;"Exportations";"Italie";1,31
2010-02;"Exportations";"Italie";1,63
2010-03;"Exportations";"Italie";1,78
2010-04;"Exportations";"Italie";1,52
2010-05;"Exportations";"Italie";1,23
2010-06;"Exportations";"Italie";1,47
2010-07;"Exportations";"Italie";1,63
2010-08;"Exportations";"Italie";0,83
2010-09;"Exportations";"Italie";1,33
2010-10;"Exportations";"Italie";1,31
2010-11;"Exportations";"Italie";1,42
2010-12;"Exportations";"Italie";0,82
2011-01;"Exportations";"Italie";1,37
2011-02;"Exportations";"Italie";1,63
2011-03;"Exportations";"Italie";1,54
2011-04;"Exportations";"Italie";1,46
2011-05;"Exportations";"Italie";1,34
2011-06;"Exportations";"Italie";1,27
2011-07;"Exportations";"Italie";1,02
2011-08;"Exportations";"Italie";0,78
2011-09;"Exportations";"Italie";0,78
2011-10;"Exportations";"Italie";1,64
2011-11;"Exportations";"Italie";1,67
2011-12;"Exportations";"Italie";1,6
2012-01;"Exportations";"Italie";1,58
2012-02;"Exportations";"Italie";1,28
2012-03;"Exportations";"Italie";1,74
2012-04;"Exportations";"Italie";1,27
2012-05;"Exportations";"Italie";1,34
2012-06;"Exportations";"Italie";1,21
2012-07;"Exportations";"Italie";0,83
2012-08;"Exportations";"Italie";0,61
2012-09;"Exportations";"Italie";0,79
2012-10;"Exportations";"Italie";1,62
2012-11;"Exportations";"Italie";1,59
2012-12;"Exportations";"Italie";1,29
2013-01;"Exportations";"Italie";1,5
2013-02;"Exportations";"Italie";1,55
2013-03;"Exportations";"Italie";1,18
2013-04;"Exportations";"Italie";1,02
2013-05;"Exportations";"Italie";1,17
2013-06;"Exportations";"Italie";1,29
2013-07;"Exportations";"Italie";0,96
2013-08;"Exportations";"Italie";0,91
2013-09;"Exportations";"Italie";1,21
2013-10;"Exportations";"Italie";1,8
2013-11;"Exportations";"Italie";1,46
2013-12;"Exportations";"Italie";1,34
2014-01;"Exportations";"Italie";1,76
2014-02;"Exportations";"Italie";1,82
2014-03;"Exportations";"Italie";1,84
2014-04;"Exportations";"Italie";1,19
2014-05;"Exportations";"Italie";1,22
2014-06;"Exportations";"Italie";1,37
2014-07;"Exportations";"Italie";1,37
2014-08;"Exportations";"Italie";1,2
2014-09;"Exportations";"Italie";1,73
2014-10;"Exportations";"Italie";2,27
2014-11;"Exportations";"Italie";1,98
2014-12;"Exportations";"Italie";1,58
2015-01;"Exportations";"Italie";2
2015-02;"Exportations";"Italie";1,82
2015-03;"Exportations";"Italie";1,79
2015-04;"Exportations";"Italie";1,35
2015-05;"Exportations";"Italie";1,39
2015-06;"Exportations";"Italie";1,46
2015-07;"Exportations";"Italie";1,52
2015-08;"Exportations";"Italie";1,01
2015-09;"Exportations";"Italie";1,68
2015-10;"Exportations";"Italie";1,57
2015-11;"Exportations";"Italie";2,11
2015-12;"Exportations";"Italie";2,09
2016-01;"Exportations";"Italie";2,11
2016-02;"Exportations";"Italie";2,07
2016-03;"Exportations";"Italie";1,88
2016-04;"Exportations";"Italie";1,63
2016-05;"Exportations";"Italie";1,49
2016-06;"Exportations";"Italie";1,39
2016-07;"Exportations";"Italie";1,7
2016-08;"Exportations";"Italie";0,93
2016-09;"Exportations";"Italie";1,43
2016-10;"Exportations";"Italie";0,95
2016-11;"Exportations";"Italie";0,93
2016-12;"Exportations";"Italie";0,57
2017-01;"Exportations";"Italie";0,92
2017-02;"Exportations";"Italie";1,8
2017-03;"Exportations";"Italie";2,03
2017-04;"Exportations";"Italie";1,48
2017-05;"Exportations";"Italie";1,52
2017-06;"Exportations";"Italie";1,46
2017-07;"Exportations";"Italie";1,78
2017-08;"Exportations";"Italie";1,18
2017-09;"Exportations";"Italie";1,82
2017-10;"Exportations";"Italie";1,72
2017-11;"Exportations";"Italie";1,28
2017-12;"Exportations";"Italie";1,47
2018-01;"Exportations";"Italie";2,01
2018-02;"Exportations";"Italie";1,77
2018-03;"Exportations";"Italie";1,9
2018-04;"Exportations";"Italie";1,47
2018-05;"Exportations";"Italie";1,58
2018-06;"Exportations";"Italie";1,73
2018-07;"Exportations";"Italie";1,7
2018-08;"Exportations";"Italie";0,95
2018-09;"Exportations";"Italie";1,61
2018-10;"Exportations";"Italie";1,32
2018-11;"Exportations";"Italie";0,97
2018-12;"Exportations";"Italie";1,74
2019-01;"Exportations";"Italie";1,42
2019-02;"Exportations";"Italie";1,84
2019-03;"Exportations";"Italie";1,84
2019-04;"Exportations";"Italie";1,18
2019-05;"Exportations";"Italie";1,69
2019-06;"Exportations";"Italie";1,71
2019-07;"Exportations";"Italie";1,93
2019-08;"Exportations";"Italie";1,29
2019-09;"Exportations";"Italie";1,6
2019-10;"Exportations";"Italie";1,62
2019-11;"Exportations";"Italie";1,23
2019-12;"Exportations";"Italie";1,69
2020-01;"Exportations";"Italie";1,93
2020-02;"Exportations";"Italie";2,11
2020-03;"Exportations";"Italie";1,79
2020-04;"Exportations";"Italie";0,58
2020-05;"Exportations";"Italie";0,99
2020-06;"Exportations";"Italie";0,49
2020-07;"Exportations";"Italie";1,23
2020-08;"Exportations";"Italie";0,82
2020-09;"Exportations";"Italie";0,82
2020-10;"Exportations";"Italie";1,62
2020-11;"Exportations";"Italie";1,96
2020-12;"Exportations";"Italie";1,56
2021-01;"Exportations";"Italie";1,11
2021-02;"Exportations";"Italie";1,53
2021-03;"Exportations";"Italie";1,39
2021-04;"Exportations";"Italie";0,97
2021-05;"Exportations";"Italie";1,71
2021-06;"Exportations";"Italie";1,62
2021-07;"Exportations";"Italie";2,09
2021-08;"Exportations";"Italie";1,67
2021-09;"Exportations";"Italie";1,87
2021-10;"Exportations";"Italie";2,14
2021-11;"Exportations";"Italie";1,14
2021-12;"Exportations";"Italie";0,9
2022-01;"Exportations";"Italie";1,06
2022-02;"Exportations";"Italie";1,74
2022-03;"Exportations";"Italie";1,14
2022-04;"Exportations";"Italie";1,41
2022-05;"Exportations";"Italie";2,09
2022-06;"Exportations";"Italie";1,42
2022-07;"Exportations";"Italie";1,72
2022-08;"Exportations";"Italie";0,89
2022-09;"Exportations";"Italie";1,62
2022-10;"Exportations";"Italie";2,02
2022-11;"Exportations";"Italie";2,07
2022-12;"Exportations";"Italie";1,25
2023-01;"Exportations";"Italie";1,94
2023-02;"Exportations";"Italie";2,01
2023-03;"Exportations";"Italie";1,73
2023-04;"Exportations";"Italie";1,85
2023-05;"Exportations";"Italie";1,71
2023-06;"Exportations";"Italie";1,17
2023-07;"Exportations";"Italie";1,87
2023-08;"Exportations";"Italie";1,32
2023-09;"Exportations";"Italie";1,23
2023-10;"Exportations";"Italie";1,73
2023-11;"Exportations";"Italie";1,73
2023-12;"Exportations";"Italie";1,9
2024-01;"Exportations";"Italie";2,52
2024-02;"Exportations";"Italie";2,61
2024-03;"Exportations";"Italie";1,56
2024-04;"Exportations";"Italie";1,08
2024-05;"Exportations";"Italie";1,78
2024-06;"Exportations";"Italie";1,49
2005-01;"Importations";"Italie";
2005-02;"Importations";"Italie";
2005-03;"Importations";"Italie";
2005-04;"Importations";"Italie";
2005-05;"Importations";"Italie";
2005-06;"Importations";"Italie";
2005-07;"Importations";"Italie";
2005-08;"Importations";"Italie";
2005-09;"Importations";"Italie";
2005-10;"Importations";"Italie";
2005-11;"Importations";"Italie";
2005-12;"Importations";"Italie";
2006-01;"Importations";"Italie";-0,07
2006-02;"Importations";"Italie";-0,08
2006-03;"Importations";"Italie";-0,12
2006-04;"Importations";"Italie";
2006-05;"Importations";"Italie";
2006-06;"Importations";"Italie";
2006-07;"Importations";"Italie";
2006-08;"Importations";"Italie";
2006-09;"Importations";"Italie";
2006-10;"Importations";"Italie";
2006-11;"Importations";"Italie";
2006-12;"Importations";"Italie";
2007-01;"Importations";"Italie";
2007-02;"Importations";"Italie";
2007-03;"Importations";"Italie";
2007-04;"Importations";"Italie";
2007-05;"Importations";"Italie";
2007-06;"Importations";"Italie";
2007-07;"Importations";"Italie";
2007-08;"Importations";"Italie";
2007-09;"Importations";"Italie";
2007-10;"Importations";"Italie";
2007-11;"Importations";"Italie";
2007-12;"Importations";"Italie";
2008-01;"Importations";"Italie";
2008-02;"Importations";"Italie";
2008-03;"Importations";"Italie";
2008-04;"Importations";"Italie";
2008-05;"Importations";"Italie";
2008-06;"Importations";"Italie";-0,03
2008-07;"Importations";"Italie";
2008-08;"Importations";"Italie";
2008-09;"Importations";"Italie";
2008-10;"Importations";"Italie";-0,01
2008-11;"Importations";"Italie";
2008-12;"Importations";"Italie";
2009-01;"Importations";"Italie";
2009-02;"Importations";"Italie";
2009-03;"Importations";"Italie";
2009-04;"Importations";"Italie";
2009-05;"Importations";"Italie";
2009-06;"Importations";"Italie";
2009-07;"Importations";"Italie";
2009-08;"Importations";"Italie";
2009-09;"Importations";"Italie";
2009-10;"Importations";"Italie";-0,01
2009-11;"Importations";"Italie";-0,01
2009-12;"Importations";"Italie";-0,02
2010-01;"Importations";"Italie";-0,01
2010-02;"Importations";"Italie";
2010-03;"Importations";"Italie";
2010-04;"Importations";"Italie";
2010-05;"Importations";"Italie";
2010-06;"Importations";"Italie";
2010-07;"Importations";"Italie";
2010-08;"Importations";"Italie";
2010-09;"Importations";"Italie";
2010-10;"Importations";"Italie";-0,04
2010-11;"Importations";"Italie";-0,02
2010-12;"Importations";"Italie";-0,07
2011-01;"Importations";"Italie";
2011-02;"Importations";"Italie";
2011-03;"Importations";"Italie";
2011-04;"Importations";"Italie";
2011-05;"Importations";"Italie";
2011-06;"Importations";"Italie";
2011-07;"Importations";"Italie";
2011-08;"Importations";"Italie";
2011-09;"Importations";"Italie";
2011-10;"Importations";"Italie";
2011-11;"Importations";"Italie";
2011-12;"Importations";"Italie";
2012-01;"Importations";"Italie";
2012-02;"Importations";"Italie";-0,04
2012-03;"Importations";"Italie";
2012-04;"Importations";"Italie";
2012-05;"Importations";"Italie";
2012-06;"Importations";"Italie";
2012-07;"Importations";"Italie";
2012-08;"Importations";"Italie";
2012-09;"Importations";"Italie";
2012-10;"Importations";"Italie";
2012-11;"Importations";"Italie";
2012-12;"Importations";"Italie";
2013-01;"Importations";"Italie";
2013-02;"Importations";"Italie";
2013-03;"Importations";"Italie";-0,01
2013-04;"Importations";"Italie";-0,01
2013-05;"Importations";"Italie";-0,01
2013-06;"Importations";"Italie";
2013-07;"Importations";"Italie";
2013-08;"Importations";"Italie";
2013-09;"Importations";"Italie";
2013-10;"Importations";"Italie";
2013-11;"Importations";"Italie";
2013-12;"Importations";"Italie";
2014-01;"Importations";"Italie";
2014-02;"Importations";"Italie";
2014-03;"Importations";"Italie";
2014-04;"Importations";"Italie";-0,01
2014-05;"Importations";"Italie";
2014-06;"Importations";"Italie";
2014-07;"Importations";"Italie";
2014-08;"Importations";"Italie";
2014-09;"Importations";"Italie";
2014-10;"Importations";"Italie";
2014-11;"Importations";"Italie";
2014-12;"Importations";"Italie";
2015-01;"Importations";"Italie";
2015-02;"Importations";"Italie";
2015-03;"Importations";"Italie";
2015-04;"Importations";"Italie";-0,01
2015-05;"Importations";"Italie";
2015-06;"Importations";"Italie";
2015-07;"Importations";"Italie";
2015-08;"Importations";"Italie";
2015-09;"Importations";"Italie";
2015-10;"Importations";"Italie";-0,04
2015-11;"Importations";"Italie";
2015-12;"Importations";"Italie";
2016-01;"Importations";"Italie";
2016-02;"Importations";"Italie";
2016-03;"Importations";"Italie";
2016-04;"Importations";"Italie";-0,01
2016-05;"Importations";"Italie";
2016-06;"Importations";"Italie";-0,01
2016-07;"Importations";"Italie";
2016-08;"Importations";"Italie";-0,02
2016-09;"Importations";"Italie";-0,02
2016-10;"Importations";"Italie";-0,13
2016-11;"Importations";"Italie";-0,12
2016-12;"Importations";"Italie";-0,23
2017-01;"Importations";"Italie";-0,19
2017-02;"Importations";"Italie";
2017-03;"Importations";"Italie";
2017-04;"Importations";"Italie";-0,02
2017-05;"Importations";"Italie";-0,01
2017-06;"Importations";"Italie";
2017-07;"Importations";"Italie";
2017-08;"Importations";"Italie";
2017-09;"Importations";"Italie";
2017-10;"Importations";"Italie";-0,01
2017-11;"Importations";"Italie";-0,05
2017-12;"Importations";"Italie";-0,02
2018-01;"Importations";"Italie";
2018-02;"Importations";"Italie";
2018-03;"Importations";"Italie";
2018-04;"Importations";"Italie";-0,01
2018-05;"Importations";"Italie";
2018-06;"Importations";"Italie";
2018-07;"Importations";"Italie";
2018-08;"Importations";"Italie";-0,04
2018-09;"Importations";"Italie";-0,01
2018-10;"Importations";"Italie";-0,01
2018-11;"Importations";"Italie";-0,14
2018-12;"Importations";"Italie";-0,01
2019-01;"Importations";"Italie";-0,03
2019-02;"Importations";"Italie";
2019-03;"Importations";"Italie";
2019-04;"Importations";"Italie";
2019-05;"Importations";"Italie";
2019-06;"Importations";"Italie";
2019-07;"Importations";"Italie";
2019-08;"Importations";"Italie";
2019-09;"Importations";"Italie";
2019-10;"Importations";"Italie";-0,01
2019-11;"Importations";"Italie";-0,08
2019-12;"Importations";"Italie";-0,05
2020-01;"Importations";"Italie";-0,01
2020-02;"Importations";"Italie";
2020-03;"Importations";"Italie";-0,01
2020-04;"Importations";"Italie";-0,03
2020-05;"Importations";"Italie";-0,02
2020-06;"Importations";"Italie";-0,15
2020-07;"Importations";"Italie";-0,03
2020-08;"Importations";"Italie";-0,1
2020-09;"Importations";"Italie";-0,09
2020-10;"Importations";"Italie";-0,01
2020-11;"Importations";"Italie";
2020-12;"Importations";"Italie";-0,07
2021-01;"Importations";"Italie";-0,14
2021-02;"Importations";"Italie";-0,02
2021-03;"Importations";"Italie";-0,01
2021-04;"Importations";"Italie";-0,08
2021-05;"Importations";"Italie";-0,02
2021-06;"Importations";"Italie";-0,01
2021-07;"Importations";"Italie";
2021-08;"Importations";"Italie";
2021-09;"Importations";"Italie";
2021-10;"Importations";"Italie";
2021-11;"Importations";"Italie";-0,09
2021-12;"Importations";"Italie";-0,13
2022-01;"Importations";"Italie";-0,09
2022-02;"Importations";"Italie";
2022-03;"Importations";"Italie";-0,04
2022-04;"Importations";"Italie";-0,08
2022-05;"Importations";"Italie";
2022-06;"Importations";"Italie";-0,01
2022-07;"Importations";"Italie";-0,01
2022-08;"Importations";"Italie";-0,09
2022-09;"Importations";"Italie";-0,01
2022-10;"Importations";"Italie";-0,03
2022-11;"Importations";"Italie";
2022-12;"Importations";"Italie";-0,18
2023-01;"Importations";"Italie";-0,03
2023-02;"Importations";"Italie";
2023-03;"Importations";"Italie";-0,03
2023-04;"Importations";"Italie";-0,01
2023-05;"Importations";"Italie";
2023-06;"Importations";"Italie";-0,04
2023-07;"Importations";"Italie";
2023-08;"Importations";"Italie";-0,02
2023-09;"Importations";"Italie";
2023-10;"Importations";"Italie";
2023-11;"Importations";"Italie";-0,01
2023-12;"Importations";"Italie";-0,02
2024-01;"Importations";"Italie";
2024-02;"Importations";"Italie";
2024-03;"Importations";"Italie";-0,01
2024-04;"Importations";"Italie";-0,03
2024-05;"Importations";"Italie";-0,01
2024-06;"Importations";"Italie";-0,01
2005-01;"Solde";"Italie";1,9
2005-02;"Solde";"Italie";1,66
2005-03;"Solde";"Italie";1,72
2005-04;"Solde";"Italie";1,71
2005-05;"Solde";"Italie";1,68
2005-06;"Solde";"Italie";1,61
2005-07;"Solde";"Italie";1,72
2005-08;"Solde";"Italie";1,09
2005-09;"Solde";"Italie";1,68
2005-10;"Solde";"Italie";1,9
2005-11;"Solde";"Italie";1,61
2005-12;"Solde";"Italie";1,09
2006-01;"Solde";"Italie";0,67
2006-02;"Solde";"Italie";0,68
2006-03;"Solde";"Italie";0,95
2006-04;"Solde";"Italie";1,85
2006-05;"Solde";"Italie";1,72
2006-06;"Solde";"Italie";1,67
2006-07;"Solde";"Italie";1,45
2006-08;"Solde";"Italie";1,09
2006-09;"Solde";"Italie";1,69
2006-10;"Solde";"Italie";1,9
2006-11;"Solde";"Italie";1,84
2006-12;"Solde";"Italie";1,88
2007-01;"Solde";"Italie";1,93
2007-02;"Solde";"Italie";1,74
2007-03;"Solde";"Italie";1,93
2007-04;"Solde";"Italie";1,86
2007-05;"Solde";"Italie";1,73
2007-06;"Solde";"Italie";1,68
2007-07;"Solde";"Italie";1,74
2007-08;"Solde";"Italie";1,42
2007-09;"Solde";"Italie";1,67
2007-10;"Solde";"Italie";1,64
2007-11;"Solde";"Italie";1,41
2007-12;"Solde";"Italie";1,6
2008-01;"Solde";"Italie";1,75
2008-02;"Solde";"Italie";1,64
2008-03;"Solde";"Italie";1,56
2008-04;"Solde";"Italie";1,48
2008-05;"Solde";"Italie";1,63
2008-06;"Solde";"Italie";1,03
2008-07;"Solde";"Italie";1,58
2008-08;"Solde";"Italie";1,21
2008-09;"Solde";"Italie";1,3
2008-10;"Solde";"Italie";1,19
2008-11;"Solde";"Italie";1,66
2008-12;"Solde";"Italie";1,77
2009-01;"Solde";"Italie";1,73
2009-02;"Solde";"Italie";1,74
2009-03;"Solde";"Italie";1,92
2009-04;"Solde";"Italie";1,57
2009-05;"Solde";"Italie";1,58
2009-06;"Solde";"Italie";1,51
2009-07;"Solde";"Italie";1,67
2009-08;"Solde";"Italie";1,01
2009-09;"Solde";"Italie";1,35
2009-10;"Solde";"Italie";1,15
2009-11;"Solde";"Italie";1,5
2009-12;"Solde";"Italie";1,44
2010-01;"Solde";"Italie";1,3
2010-02;"Solde";"Italie";1,63
2010-03;"Solde";"Italie";1,78
2010-04;"Solde";"Italie";1,52
2010-05;"Solde";"Italie";1,23
2010-06;"Solde";"Italie";1,47
2010-07;"Solde";"Italie";1,63
2010-08;"Solde";"Italie";0,83
2010-09;"Solde";"Italie";1,33
2010-10;"Solde";"Italie";1,27
2010-11;"Solde";"Italie";1,4
2010-12;"Solde";"Italie";0,75
2011-01;"Solde";"Italie";1,36
2011-02;"Solde";"Italie";1,63
2011-03;"Solde";"Italie";1,54
2011-04;"Solde";"Italie";1,46
2011-05;"Solde";"Italie";1,34
2011-06;"Solde";"Italie";1,27
2011-07;"Solde";"Italie";1,02
2011-08;"Solde";"Italie";0,78
2011-09;"Solde";"Italie";0,78
2011-10;"Solde";"Italie";1,64
2011-11;"Solde";"Italie";1,67
2011-12;"Solde";"Italie";1,6
2012-01;"Solde";"Italie";1,58
2012-02;"Solde";"Italie";1,24
2012-03;"Solde";"Italie";1,74
2012-04;"Solde";"Italie";1,27
2012-05;"Solde";"Italie";1,34
2012-06;"Solde";"Italie";1,21
2012-07;"Solde";"Italie";0,83
2012-08;"Solde";"Italie";0,61
2012-09;"Solde";"Italie";0,79
2012-10;"Solde";"Italie";1,62
2012-11;"Solde";"Italie";1,59
2012-12;"Solde";"Italie";1,29
2013-01;"Solde";"Italie";1,5
2013-02;"Solde";"Italie";1,55
2013-03;"Solde";"Italie";1,17
2013-04;"Solde";"Italie";1,02
2013-05;"Solde";"Italie";1,16
2013-06;"Solde";"Italie";1,29
2013-07;"Solde";"Italie";0,96
2013-08;"Solde";"Italie";0,91
2013-09;"Solde";"Italie";1,21
2013-10;"Solde";"Italie";1,8
2013-11;"Solde";"Italie";1,46
2013-12;"Solde";"Italie";1,34
2014-01;"Solde";"Italie";1,76
2014-02;"Solde";"Italie";1,82
2014-03;"Solde";"Italie";1,84
2014-04;"Solde";"Italie";1,19
2014-05;"Solde";"Italie";1,21
2014-06;"Solde";"Italie";1,36
2014-07;"Solde";"Italie";1,37
2014-08;"Solde";"Italie";1,19
2014-09;"Solde";"Italie";1,73
2014-10;"Solde";"Italie";2,27
2014-11;"Solde";"Italie";1,98
2014-12;"Solde";"Italie";1,57
2015-01;"Solde";"Italie";2
2015-02;"Solde";"Italie";1,82
2015-03;"Solde";"Italie";1,79
2015-04;"Solde";"Italie";1,34
2015-05;"Solde";"Italie";1,39
2015-06;"Solde";"Italie";1,46
2015-07;"Solde";"Italie";1,52
2015-08;"Solde";"Italie";1,01
2015-09;"Solde";"Italie";1,68
2015-10;"Solde";"Italie";1,52
2015-11;"Solde";"Italie";2,11
2015-12;"Solde";"Italie";2,09
2016-01;"Solde";"Italie";2,11
2016-02;"Solde";"Italie";2,07
2016-03;"Solde";"Italie";1,88
2016-04;"Solde";"Italie";1,62
2016-05;"Solde";"Italie";1,49
2016-06;"Solde";"Italie";1,38
2016-07;"Solde";"Italie";1,7
2016-08;"Solde";"Italie";0,9
2016-09;"Solde";"Italie";1,41
2016-10;"Solde";"Italie";0,82
2016-11;"Solde";"Italie";0,81
2016-12;"Solde";"Italie";0,34
2017-01;"Solde";"Italie";0,73
2017-02;"Solde";"Italie";1,8
2017-03;"Solde";"Italie";2,03
2017-04;"Solde";"Italie";1,46
2017-05;"Solde";"Italie";1,51
2017-06;"Solde";"Italie";1,46
2017-07;"Solde";"Italie";1,78
2017-08;"Solde";"Italie";1,18
2017-09;"Solde";"Italie";1,82
2017-10;"Solde";"Italie";1,71
2017-11;"Solde";"Italie";1,23
2017-12;"Solde";"Italie";1,45
2018-01;"Solde";"Italie";2,01
2018-02;"Solde";"Italie";1,77
2018-03;"Solde";"Italie";1,9
2018-04;"Solde";"Italie";1,46
2018-05;"Solde";"Italie";1,58
2018-06;"Solde";"Italie";1,73
2018-07;"Solde";"Italie";1,7
2018-08;"Solde";"Italie";0,91
2018-09;"Solde";"Italie";1,6
2018-10;"Solde";"Italie";1,31
2018-11;"Solde";"Italie";0,83
2018-12;"Solde";"Italie";1,73
2019-01;"Solde";"Italie";1,39
2019-02;"Solde";"Italie";1,84
2019-03;"Solde";"Italie";1,84
2019-04;"Solde";"Italie";1,18
2019-05;"Solde";"Italie";1,69
2019-06;"Solde";"Italie";1,71
2019-07;"Solde";"Italie";1,93
2019-08;"Solde";"Italie";1,29
2019-09;"Solde";"Italie";1,6
2019-10;"Solde";"Italie";1,61
2019-11;"Solde";"Italie";1,15
2019-12;"Solde";"Italie";1,64
2020-01;"Solde";"Italie";1,92
2020-02;"Solde";"Italie";2,11
2020-03;"Solde";"Italie";1,78
2020-04;"Solde";"Italie";0,56
2020-05;"Solde";"Italie";0,97
2020-06;"Solde";"Italie";0,34
2020-07;"Solde";"Italie";1,19
2020-08;"Solde";"Italie";0,71
2020-09;"Solde";"Italie";0,73
2020-10;"Solde";"Italie";1,61
2020-11;"Solde";"Italie";1,96
2020-12;"Solde";"Italie";1,5
2021-01;"Solde";"Italie";0,97
2021-02;"Solde";"Italie";1,51
2021-03;"Solde";"Italie";1,38
2021-04;"Solde";"Italie";0,88
2021-05;"Solde";"Italie";1,69
2021-06;"Solde";"Italie";1,61
2021-07;"Solde";"Italie";2,09
2021-08;"Solde";"Italie";1,67
2021-09;"Solde";"Italie";1,87
2021-10;"Solde";"Italie";2,14
2021-11;"Solde";"Italie";1,05
2021-12;"Solde";"Italie";0,77
2022-01;"Solde";"Italie";0,98
2022-02;"Solde";"Italie";1,74
2022-03;"Solde";"Italie";1,09
2022-04;"Solde";"Italie";1,33
2022-05;"Solde";"Italie";2,09
2022-06;"Solde";"Italie";1,41
2022-07;"Solde";"Italie";1,71
2022-08;"Solde";"Italie";0,8
2022-09;"Solde";"Italie";1,61
2022-10;"Solde";"Italie";2
2022-11;"Solde";"Italie";2,06
2022-12;"Solde";"Italie";1,07
2023-01;"Solde";"Italie";1,92
2023-02;"Solde";"Italie";2,01
2023-03;"Solde";"Italie";1,7
2023-04;"Solde";"Italie";1,84
2023-05;"Solde";"Italie";1,71
2023-06;"Solde";"Italie";1,14
2023-07;"Solde";"Italie";1,87
2023-08;"Solde";"Italie";1,3
2023-09;"Solde";"Italie";1,23
2023-10;"Solde";"Italie";1,73
2023-11;"Solde";"Italie";1,72
2023-12;"Solde";"Italie";1,88
2024-01;"Solde";"Italie";2,52
2024-02;"Solde";"Italie";2,61
2024-03;"Solde";"Italie";1,55
2024-04;"Solde";"Italie";1,06
2024-05;"Solde";"Italie";1,77
2024-06;"Solde";"Italie";1,48
2005-01;"Exportations";"Grande-Bretagne";0,86
2005-02;"Exportations";"Grande-Bretagne";0,61
2005-03;"Exportations";"Grande-Bretagne";0,85
2005-04;"Exportations";"Grande-Bretagne";0,85
2005-05;"Exportations";"Grande-Bretagne";1,12
2005-06;"Exportations";"Grande-Bretagne";0,78
2005-07;"Exportations";"Grande-Bretagne";0,84
2005-08;"Exportations";"Grande-Bretagne";1,23
2005-09;"Exportations";"Grande-Bretagne";0,7
2005-10;"Exportations";"Grande-Bretagne";1,11
2005-11;"Exportations";"Grande-Bretagne";1,22
2005-12;"Exportations";"Grande-Bretagne";1,12
2006-01;"Exportations";"Grande-Bretagne";0,95
2006-02;"Exportations";"Grande-Bretagne";0,6
2006-03;"Exportations";"Grande-Bretagne";1,1
2006-04;"Exportations";"Grande-Bretagne";1,37
2006-05;"Exportations";"Grande-Bretagne";1,3
2006-06;"Exportations";"Grande-Bretagne";0,66
2006-07;"Exportations";"Grande-Bretagne";0,73
2006-08;"Exportations";"Grande-Bretagne";0,94
2006-09;"Exportations";"Grande-Bretagne";0,62
2006-10;"Exportations";"Grande-Bretagne";0,92
2006-11;"Exportations";"Grande-Bretagne";0,92
2006-12;"Exportations";"Grande-Bretagne";0,59
2007-01;"Exportations";"Grande-Bretagne";0,67
2007-02;"Exportations";"Grande-Bretagne";0,54
2007-03;"Exportations";"Grande-Bretagne";0,75
2007-04;"Exportations";"Grande-Bretagne";0,35
2007-05;"Exportations";"Grande-Bretagne";0,68
2007-06;"Exportations";"Grande-Bretagne";0,93
